Time	Amp	Volt	AH	Temp_1	
1	0	1.868	0	25.5	
11	12.5	1.931	0	25.5	
21	12.5	1.945	0	25.5	
31	12.5	1.959	0.1	25.5	
41	12.5	1.973	0.1	25.5	
51	12.5	1.987	0.1	25.5	
61	12.5	2.002	0.2	25.5	
71	12.5	2.019	0.2	25.5	
81	12.5	2.035	0.2	25.5	
91	12.5	2.047	0.3	25.5	
101	12.5	2.054	0.3	25.5	
111	12.5	2.059	0.3	25.5	
121	12.5	2.062	0.4	25.5	
131	12.5	2.066	0.4	25.5	
141	12.5	2.071	0.4	25.5	
151	12.5	2.075	0.5	25.5	
161	12.5	2.079	0.5	25.5	
171	12.5	2.083	0.5	25.5	
181	12.5	2.088	0.6	25.5	
191	12.5	2.092	0.6	25.5	
201	12.5	2.096	0.6	25.5	
210.6	12.5	2.1	0.7	25.5	
211.6	0	2.007	0.7	25.5	
212.6	0	2.002	0.7	25.5	
213.6	0	1.998	0.7	25.5	
214.6	0	1.996	0.7	25.5	
215.6	0	1.994	0.7	25.5	
216.6	0	1.993	0.7	25.5	
217.6	0	1.991	0.7	25.5	
218.6	0	1.99	0.7	25.5	
219.6	0	1.989	0.7	25.5	
220.6	0	1.988	0.7	25.5	
221.6	0	1.987	0.7	25.5	
222.6	0	1.986	0.7	25.5	
223.6	0	1.985	0.7	25.5	
224.6	0	1.984	0.7	25.5	
225.6	0	1.983	0.7	25.5	
226.6	0	1.983	0.7	25.5	
227.6	0	1.982	0.7	25.5	
228.6	0	1.981	0.7	25.5	
229.6	0	1.981	0.7	25.5	
230.6	0	1.98	0.7	25.5	
231.6	0	1.979	0.7	25.5	
232.6	0	1.979	0.7	25.5	
233.6	0	1.979	0.7	25.5	
234.6	0	1.978	0.7	25.5	
235.6	0	1.977	0.7	25.5	
236.6	0	1.977	0.7	25.5	
237.6	0	1.976	0.7	25.5	
238.6	0	1.976	0.7	25.5	
239.6	0	1.975	0.7	25.5	
240.6	0	1.975	0.7	25.5	
241.6	0	1.974	0.7	25.5	
242.6	0	1.974	0.7	25.5	
243.6	0	1.974	0.7	25.5	
244.6	0	1.974	0.7	25.5	
245.6	0	1.973	0.7	25.5	
246.6	0	1.973	0.7	25.5	
247.6	0	1.972	0.7	25.5	
248.6	0	1.972	0.7	25.5	
249.6	0	1.972	0.7	25.5	
250.6	0	1.971	0.7	25.5	
251.6	0	1.971	0.7	25.5	
252.6	0	1.97	0.7	25.5	
253.6	0	1.97	0.7	25.5	
254.6	0	1.97	0.7	25.5	
255.6	0	1.969	0.7	25.5	
256.6	0	1.969	0.7	25.5	
257.6	0	1.969	0.7	25.5	
258.6	0	1.968	0.7	25.5	
259.6	0	1.969	0.7	25.5	
260.6	0	1.968	0.7	25.5	
261.6	0	1.968	0.7	25.5	
262.6	0	1.967	0.7	25.5	
